"財政部電子發票整合服務平台 消費明細下載"
表頭=M,發票日期,商店統編,商店店名,發票號碼,總金額
表身=D,發票號碼,小計,品名
D,ZF97390991,69,起司熱狗堡
M,2025/11/07 16:14,27746180,光南大批發,BZ97618789,578
D,BZ97618789,578,收納籃
M,2025/11/07 16:54,20005480,松果購物,KJ35141417,646
D,KJ35141417,249,USB-C 傳輸線
D,KJ35141417,397,手機保護殼
M,2025/11/07 20:05,22555003,全家便利商店,LK08829075,47
D,LK08829075,47,涼麵
M,2025/11/07 23:49,89398402,7-ELEVEN,PU22841325,61
D,PU22841325,61,涼麵
M,2025/11/08 17:20,54173123,寶雅,AW35907098,251
D,AW35907098,251,維他命C 60錠
M,2025/11/09 16:29,16095452,杏一醫療用品,MT76986203,604
D,MT76986203,604,感冒熱飲
M,2025/11/09 17:37,53049403,台灣高鐵,VL35586534,795
D,VL35586534,399,自強號 台北到花蓮
D,VL35586534,396,悠遊卡加值
M,2025/11/09 18:32,89398402,7-ELEVEN,MV11847870,58
D,MV11847870,36,關東煮 白蘿蔔
D,MV11847870,22,義美小泡芙
M,2025/11/09 18:36,22555003,全家便利商店,RB89038913,204
D,RB89038913,204,御便當 雞腿
M,2025/11/10 08:01,28486815,台灣大車隊,UZ20856744,171
D,UZ20856744,84,台北到台中 標準車廂
D,UZ20856744,87,台北到台中 標準車廂
M,2025/11/10 16:33,96979934,中華電信,JU68015649,1078
D,JU68015649,539,行動電話月租費
D,JU68015649,539,網路月租費
M,2025/11/12 06:29,96979933,全聯福利中心,QY36148892,1187
D,QY36148892,354,義大利麵 500g
D,QY36148892,237,冷凍水餃
D,QY36148892,250,沙拉油 2L
D,QY36148892,346,雞胸肉 300g
M,2025/11/12 13:15,16729745,悠遊卡自動加值,QQ14866267,499
D,QQ14866267,226,柴油 40公升
D,QQ14866267,273,92無鉛汽油 30公升
M,2025/11/12 18:52,54679932,藏壽司,DR48559008,676
D,DR48559008,676,手沖耶加雪菲
M,2025/11/13 05:26,03707901,台灣中油,KB97061798,1174
D,KB97061798,310,車資
D,KB97061798,342,自強號 台北到花蓮
D,KB97061798,246,自強號 台北到花蓮
D,KB97061798,276,洗車 精緻
M,2025/11/13 07:55,03707901,台灣中油,YZ30157338,1234
D,YZ30157338,302,洗車 精緻
D,YZ30157338,313,92無鉛汽油 30公升
D,YZ30157338,306,車資
D,YZ30157338,313,悠遊卡加值
M,2025/11/13 19:25,84149961,星巴克,NT59746203,116
D,NT59746203,44,味噌湯
D,NT59746203,72,起司漢堡
M,2025/11/15 18:11,54679932,藏壽司,FB06470922,599
D,FB06470922,599,紅茶 大
M,2025/11/16 17:36,89398402,7-ELEVEN,TB26550128,52
D,TB26550128,52,中杯美式
M,2025/11/18 08:52,28486815,台灣大車隊,KY96884725,506
D,KY96884725,249,台北到台中 標準車廂
D,KY96884725,257,車資
M,2025/11/18 14:40,22555003,全家便利商店,JL95828282,127
D,JL95828282,127,中杯美式
M,2025/11/18 17:43,03707902,台灣電力公司,LC90992351,975
D,LC90992351,263,電費 兩個月
D,LC90992351,309,電費 兩個月
D,LC90992351,403,電費 兩個月
M,2025/11/19 11:15,89398402,7-ELEVEN,VQ62931972,49
D,VQ62931972,25,義美小泡芙
D,VQ62931972,24,涼麵
M,2025/11/19 13:11,84149961,星巴克,PD62097511,200
D,PD62097511,200,牛肉麵
M,2025/11/20 06:40,70766330,OK MART,EB80674128,29
D,EB80674128,12,關東煮 白蘿蔔
D,EB80674128,17,礦泉水 600ml
M,2025/11/20 07:39,12801119,三商巧福,TX84584788,170
D,TX84584788,170,滷肉飯
M,2025/11/20 08:19,20001781,六角國際,TE63628550,103
D,TE63628550,41,薯條 中
D,TE63628550,62,薯條 中
M,2025/11/20 17:01,11768704,摩斯漢堡,ZN73033632,210
D,ZN73033632,210,牛肉麵
M,2025/11/20 18:13,53016675,八方雲集,EF65541365,145
D,EF65541365,77,珍珠奶茶 大
D,EF65541365,68,蔬菜蛋餅
M,2025/11/21 09:06,22555003,全家便利商店,JJ63628384,37
D,JJ63628384,37,御便當 雞腿
M,2025/11/21 19:42,53049403,台灣高鐵,UW55440669,846
D,UW55440669,846,92無鉛汽油 30公升
M,2025/11/22 08:28,53016675,八方雲集,RF30580177,126
D,RF30580177,74,起司漢堡
D,RF30580177,52,紅茶 大
M,2025/11/22 09:09,28486815,台灣大車隊,FT91608717,275
D,FT91608717,141,車資
D,FT91608717,134,92無鉛汽油 30公升
M,2025/11/22 11:00,22555003,全家便利商店,RV40556323,41
D,RV40556323,41,茶葉蛋
M,2025/11/22 18:37,00000015,麥當勞,NC37317307,157
D,NC37317307,79,大杯拿鐵
D,NC37317307,78,珍珠奶茶 大
M,2025/11/23 13:29,84149961,星巴克,DY33252842,155
D,DY33252842,155,起司漢堡
M,2025/11/23 14:59,89398402,7-ELEVEN,ZY79323250,72
D,ZY79323250,27,關東煮 白蘿蔔
D,ZY79323250,45,茶葉蛋
M,2025/11/23 16:33,97162640,家樂福,EV97331333,1883
D,EV97331333,1045,蘋果 四入
D,EV97331333,838,林鳳營鮮乳
M,2025/11/23 17:27,70808336,博客來,GB64292188,901
D,GB64292188,338,雜誌 一期
D,GB64292188,246,雜誌 一期
D,GB64292188,317,雜誌 一期
M,2025/11/23 20:23,70766330,OK MART,YP80821634,36
D,YP80821634,36,御握 鮭魚
M,2025/11/23 20:25,96979933,全聯福利中心,FK07719807,472
D,FK07719807,168,高麗菜
D,FK07719807,304,罐頭鮪魚
M,2025/11/24 13:28,53049403,台灣高鐵,NG46346140,1233
D,NG46346140,256,台北到台中 標準車廂
D,NG46346140,361,柴油 40公升
D,NG46346140,319,92無鉛汽油 30公升
D,NG46346140,297,92無鉛汽油 30公升
M,2025/11/24 15:44,70808336,博客來,FH14832289,810
D,FH14832289,378,文具組
D,FH14832289,432,雜誌 一期
M,2025/11/24 19:37,20004658,楓康超市,FC26222200,693
D,FC26222200,693,冷凍水餃
M,2025/11/25 06:21,96979934,中華電信,BK04063737,816
D,BK04063737,816,國際漫遊加購
M,2025/11/25 08:11,89398402,7-ELEVEN,QX16355891,226
D,QX16355891,133,中杯美式
D,QX16355891,93,思樂冰
M,2025/11/26 08:49,96979933,全聯福利中心,JW33366698,535
D,JW33366698,535,雞蛋 十入
M,2025/11/26 11:43,89398402,7-ELEVEN,RT21027528,60
D,RT21027528,34,維力炸醬麵
D,RT21027528,26,維力炸醬麵
M,2025/11/26 12:45,20000137,天津蔥抓餅,AJ14185834,52
D,AJ14185834,52,蔬菜蛋餅
M,2025/11/26 13:52,25017492,50嵐,ZY94151127,46
D,ZY94151127,17,滷肉飯
D,ZY94151127,29,起司漢堡
M,2025/11/26 16:22,20000685,麥味登,LE11988477,97
D,LE11988477,97,蔬菜蛋餅
M,2025/11/27 13:33,22555003,全家便利商店,WR81167018,80
D,WR81167018,30,舒潔面紙
D,WR81167018,50,礦泉水 600ml
M,2025/11/27 21:30,00000015,麥當勞,GA28612927,141
D,GA28612927,92,味噌湯
D,GA28612927,49,鍋貼 十個
M,2025/11/28 08:09,89398402,7-ELEVEN,BV51499828,224
D,BV51499828,224,光泉鮮乳 936ml
M,2025/11/28 18:13,89398402,7-ELEVEN,DR88372085,39
D,DR88372085,22,大熱狗
D,DR88372085,17,御便當 雞腿
M,2025/11/28 18:39,80003429,美廉社,VN29495003,348
D,VN29495003,167,蘋果 四入
D,VN29495003,181,高麗菜
M,2025/11/29 10:09,86517048,萊爾富便利商店,DY07913417,95
D,DY07913417,95,思樂冰
M,2025/11/29 20:56,24707801,蝦皮購物,NW71235971,120
D,NW71235971,120,空氣清淨機濾網
M,2025/11/30 18:20,12801119,三商巧福,KF46204347,173
D,KF46204347,173,牛肉麵
M,2025/12/01 08:04,22555003,全家便利商店,UR07859053,164
D,UR07859053,89,冰美式 中杯
D,UR07859053,75,無糖豆漿
M,2025/12/02 20:58,24707801,蝦皮購物,RT71962801,128
D,RT71962801,128,書籍 一本
M,2025/12/03 12:24,89398402,7-ELEVEN,WJ98446933,86
D,WJ98446933,47,冰美式 中杯
D,WJ98446933,39,中杯美式
M,2025/12/03 15:40,89398402,7-ELEVEN,AG21114421,21
D,AG21114421,12,御飯糰 鮪魚
D,AG21114421,9,光泉鮮乳 936ml
M,2025/12/04 06:22,89398402,7-ELEVEN,WC79199224,39
D,WC79199224,23,御飯糰 鮪魚
D,WC79199224,16,國民便當
M,2025/12/04 18:07,89398402,7-ELEVEN,XG31460247,87
D,XG31460247,87,維力炸醬麵
M,2025/12/04 18:12,20004247,佳醫美人,JN11296030,2317
D,JN11296030,1170,臉部護理課程
D,JN11296030,1147,臉部護理課程
M,2025/12/04 19:20,20000822,早安美芝城,KG36359964,72
D,KG36359964,72,味噌湯
M,2025/12/05 08:47,11768704,摩斯漢堡,SM86469417,174
D,SM86469417,107,手沖耶加雪菲
D,SM86469417,67,牛肉麵
M,2025/12/05 14:40,16606106,PChome線上購物,JR68790068,473
D,JR68790068,473,運動鞋
M,2025/12/06 12:11,89398402,7-ELEVEN,XP73311057,200
D,XP73311057,200,光泉鮮乳 936ml
M,2025/12/06 22:54,89398402,7-ELEVEN,XJ15508191,57
D,XJ15508191,57,中杯美式
M,2025/12/07 09:48,89398402,7-ELEVEN,TB53008794,87
D,TB53008794,43,光泉鮮乳 936ml
D,TB53008794,44,關東煮 綜合
M,2025/12/08 18:24,22555003,全家便利商店,RJ96541655,47
D,RJ96541655,30,中杯美式
D,RJ96541655,17,涼麵
M,2025/12/08 19:40,54381286,路易莎咖啡,PH37546430,74
D,PH37546430,29,滷肉飯
D,PH37546430,45,牛肉麵
M,2025/12/09 12:47,03707901,台灣中油,ZY87768610,316
D,ZY87768610,316,95無鉛汽油 25公升
M,2025/12/09 20:43,96947549,momo購物網,JN69478815,3528
D,JN69478815,1307,咖啡豆 一磅
D,JN69478815,1096,不鏽鋼保溫瓶
D,JN69478815,1125,無線滑鼠
M,2025/12/10 13:29,89398402,7-ELEVEN,GC88634607,98
D,GC88634607,41,拿鐵 大杯
D,GC88634607,57,茶葉蛋
M,2025/12/10 14:09,89398402,7-ELEVEN,RV48665126,171
D,RV48665126,171,御握 鮭魚
M,2025/12/10 20:29,89398402,7-ELEVEN,XY24849339,16
D,XY24849339,10,冰美式 中杯
D,XY24849339,6,御飯糰 鮪魚
M,2025/12/10 21:57,27746180,光南大批發,LD53152369,226
D,LD53152369,226,拖鞋
M,2025/12/11 06:43,03731301,台灣鐵路管理局,EF44051272,493
D,EF44051272,197,悠遊卡加值
D,EF44051272,296,92無鉛汽油 30公升
M,2025/12/11 07:04,03731301,台灣鐵路管理局,QK55957180,769
D,QK55957180,442,悠遊卡加值
D,QK55957180,327,柴油 40公升
M,2025/12/12 08:41,89398402,7-ELEVEN,QN08566539,94
D,QN08566539,94,御握 鮭魚
M,2025/12/12 16:39,27746179,清心福全,ME32268336,35
D,ME32268336,35,薯條 中
M,2025/12/12 17:18,96979933,全聯福利中心,EH44662440,429
D,EH44662440,216,沙拉油 2L
D,EH44662440,213,高麗菜
M,2025/12/12 19:18,00000015,麥當勞,NH06235928,200
D,NH06235928,98,珍珠奶茶 大
D,NH06235928,102,玉米濃湯
M,2025/12/13 08:30,22555003,全家便利商店,LN17147922,153
D,LN17147922,153,中杯美式
M,2025/12/13 16:01,54381286,路易莎咖啡,LB03974457,152
D,LB03974457,82,鍋貼 十個
D,LB03974457,70,鍋貼 十個
M,2025/12/13 22:56,22555003,全家便利商店,NX41924579,262
D,NX41924579,262,御飯糰 鮪魚
M,2025/12/14 11:03,84149961,星巴克,HF47585488,134
D,HF47585488,61,定食 鮭魚
D,HF47585488,73,珍珠奶茶 大
M,2025/12/14 22:10,89398402,7-ELEVEN,US46303014,39
D,US46303014,39,無糖豆漿
M,2025/12/15 09:48,12801119,三商巧福,CE57964647,162
D,CE57964647,79,滷肉飯
D,CE57964647,83,鍋貼 十個
M,2025/12/15 17:42,16729745,悠遊卡自動加值,UU10911178,507
D,UU10911178,265,悠遊卡加值
D,UU10911178,242,柴油 40公升
M,2025/12/15 19:27,22555003,全家便利商店,ZD33533126,329
D,ZD33533126,329,起司熱狗堡
M,2025/12/16 15:35,89398402,7-ELEVEN,CU73243553,192
D,CU73243553,192,思樂冰
M,2025/12/16 16:35,89398402,7-ELEVEN,AG72367406,32
D,AG72367406,32,茶葉蛋
M,2025/12/17 05:10,86517048,萊爾富便利商店,SF96230064,59
D,SF96230064,59,茶葉蛋
M,2025/12/17 10:10,96979933,全聯福利中心,CJ41908276,365
D,CJ41908276,365,雞胸肉 300g
M,2025/12/17 15:38,27746180,光南大批發,GZ69499997,451
D,GZ69499997,237,插座延長線
D,GZ69499997,214,塑膠衣架 十入
M,2025/12/17 18:05,25017492,50嵐,NV70901833,90
D,NV70901833,32,定食 鮭魚
D,NV70901833,58,珍珠奶茶 大
M,2025/12/17 19:13,89398402,7-ELEVEN,ER99168464,55
D,ER99168464,34,拿鐵 大杯
D,ER99168464,21,御飯糰 鮪魚
M,2025/12/18 06:16,96979933,全聯福利中心,MG17907423,383
D,MG17907423,383,冷凍水餃
M,2025/12/18 11:28,54381286,路易莎咖啡,WS50147691,84
D,WS50147691,84,滷肉飯
M,2025/12/18 17:29,96947549,momo購物網,FP52721199,1642
D,FP52721199,560,床包組 雙人
D,FP52721199,557,手機保護殼
D,FP52721199,525,USB-C 傳輸線
M,2025/12/19 14:46,89398402,7-ELEVEN,SN48575268,193
D,SN48575268,124,冰美式 中杯
D,SN48575268,69,礦泉水 600ml
M,2025/12/19 17:14,89398402,7-ELEVEN,RC15793547,117
D,RC15793547,60,關東煮 綜合
D,RC15793547,57,無糖豆漿
M,2025/12/19 19:49,96979933,全聯福利中心,AD97791634,697
D,AD97791634,697,冷凍水餃
M,2025/12/20 15:12,84149972,康是美,FR46412014,300
D,FR46412014,300,維他命C 60錠
M,2025/12/20 18:31,16606106,PChome線上購物,VY50571245,1732
D,VY50571245,426,筆記本
D,VY50571245,835,空氣清淨機濾網
D,VY50571245,471,筆記本
M,2025/12/23 16:17,84149961,星巴克,NZ83448964,62
D,NZ83448964,32,定食 鮭魚
D,NZ83448964,30,牛肉麵
M,2025/12/23 18:17,89398402,7-ELEVEN,WY99293781,71
D,WY99293781,32,冰美式 中杯
D,WY99293781,39,思樂冰
M,2025/12/24 16:11,22555003,全家便利商店,WB49601876,76
D,WB49601876,28,礦泉水 600ml
D,WB49601876,48,中杯美式
M,2025/12/25 07:48,22555003,全家便利商店,FB05646554,367
D,FB05646554,367,涼麵
M,2025/12/25 09:57,03707901,台灣中油,SG91441664,1078
D,SG91441664,654,95無鉛汽油 25公升
D,SG91441664,424,悠遊卡加值
M,2025/12/25 18:44,03707901,台灣中油,FR53394264,861
D,FR53394264,325,95無鉛汽油 25公升
D,FR53394264,536,95無鉛汽油 25公升
M,2025/12/26 11:51,24707801,蝦皮購物,GL07887825,2308
D,GL07887825,447,無線滑鼠
D,GL07887825,607,床包組 雙人
D,GL07887825,576,床包組 雙人
D,GL07887825,678,無線滑鼠
M,2025/12/26 21:12,96979934,中華電信,ZH86886855,845
D,ZH86886855,845,行動電話月租費
M,2025/12/28 12:19,84149961,星巴克,BF21133435,206
D,BF21133435,88,起司漢堡
D,BF21133435,118,紅茶 大
M,2025/12/28 17:23,03707901,台灣中油,LZ74141066,1321
D,LZ74141066,384,車資
D,LZ74141066,306,悠遊卡加值
D,LZ74141066,306,車資
D,LZ74141066,325,台北到台中 標準車廂
M,2025/12/28 19:21,54679932,藏壽司,MF89170877,207
D,MF89170877,207,手沖耶加雪菲
M,2025/12/28 21:38,16729745,悠遊卡自動加值,LD75132996,483
D,LD75132996,230,92無鉛汽油 30公升
D,LD75132996,253,柴油 40公升
M,2025/12/29 07:26,89398402,7-ELEVEN,SJ99112253,52
D,SJ99112253,52,御飯糰 鮪魚
M,2025/12/29 15:00,89398413,屈臣氏,WX38686167,343
D,WX38686167,157,衛生棉 夜用
D,WX38686167,186,牙膏 兩入
M,2025/12/30 08:24,89398402,7-ELEVEN,UZ01363224,36
D,UZ01363224,36,中杯美式
M,2025/12/30 08:51,89398402,7-ELEVEN,CW47231361,133
D,CW47231361,62,大熱狗
D,CW47231361,71,茶葉蛋
M,2025/12/30 18:16,96979933,全聯福利中心,TP54631863,971
D,TP54631863,510,林鳳營鮮乳
D,TP54631863,461,雞胸肉 300g
M,2025/12/31 17:56,89398402,7-ELEVEN,CF58132604,113
D,CF58132604,58,國民便當
D,CF58132604,55,義美小泡芙
M,2025/12/31 18:06,03707901,台灣中油,HR51219558,1040
D,HR51219558,631,柴油 40公升
D,HR51219558,409,台北到台中 標準車廂
M,2025/12/31 18:44,54313580,拉亞漢堡,MW54216876,113
D,MW54216876,54,手沖耶加雪菲
D,MW54216876,59,炸雞三塊
