"財政部電子發票整合服務平台 消費明細下載"
表頭=M,發票日期,商店統編,商店店名,發票號碼,總金額
表身=D,發票號碼,小計,品名
D,KB20309220,48,雞胸肉 300g
D,KB20309220,51,豬絞肉
M,2024/12/21 17:40,03707901,台灣中油,YB70248748,596
D,YB70248748,224,95無鉛汽油 25公升
D,YB70248748,372,95無鉛汽油 25公升
M,2024/12/21 17:53,84149972,康是美,NR89339743,97
D,NR89339743,51,衛生棉 夜用
D,NR89339743,46,維他命C 60錠
M,2024/12/22 13:25,53049403,台灣高鐵,UC11286407,688
D,UC11286407,688,自強號 台北到花蓮
M,2024/12/23 14:47,89398402,7-ELEVEN,BT88902755,15
D,BT88902755,15,無糖豆漿
M,2024/12/24 11:08,96979933,全聯福利中心,DA35667642,528
D,DA35667642,313,高麗菜
D,DA35667642,215,五月花衛生紙
M,2024/12/24 14:53,96947549,momo購物網,TB70650447,1608
D,TB70650447,790,書籍 一本
D,TB70650447,818,書籍 一本
M,2024/12/24 19:35,89398402,7-ELEVEN,QD20397478,96
D,QD20397478,38,關東煮 白蘿蔔
D,QD20397478,58,大熱狗
M,2024/12/25 15:58,22555003,全家便利商店,XM22228706,113
D,XM22228706,113,涼麵
M,2024/12/25 19:52,96979933,全聯福利中心,RX10111216,562
D,RX10111216,562,冷凍水餃
M,2024/12/25 22:00,89398402,7-ELEVEN,GW72515240,187
D,GW72515240,79,冰美式 中杯
D,GW72515240,108,冰美式 中杯
M,2024/12/27 09:51,96979934,中華電信,GT17682829,825
D,GT17682829,484,網路月租費
D,GT17682829,341,網路月租費
M,2024/12/27 16:34,89398402,7-ELEVEN,XX38346746,34
D,XX38346746,34,御握 鮭魚
M,2024/12/27 18:31,80003429,美廉社,KV45936158,300
D,KV45936158,300,罐頭鮪魚
M,2024/12/27 20:13,25017492,50嵐,XD50345285,71
D,XD50345285,71,牛肉麵
M,2024/12/28 08:05,12801119,三商巧福,AF49578710,77
D,AF49578710,77,珍珠奶茶 大
M,2024/12/28 14:17,22555003,全家便利商店,UK88152103,49
D,UK88152103,49,御便當 雞腿
M,2024/12/28 15:11,70808336,博客來,FH87854760,182
D,FH87854760,182,文具組
M,2024/12/28 17:01,54381286,路易莎咖啡,PU87248602,87
D,PU87248602,87,牛肉麵
M,2024/12/28 20:32,54313581,小北百貨,WJ22049073,520
D,WJ22049073,293,燈泡 兩入
D,WJ22049073,227,掃把組
M,2024/12/28 21:45,89398402,7-ELEVEN,ES46014166,40
D,ES46014166,19,中杯美式
D,ES46014166,21,關東煮 白蘿蔔
M,2024/12/30 15:23,20001507,85度C,MF60241547,142
D,MF60241547,142,薯條 中
M,2024/12/30 18:28,89398402,7-ELEVEN,BR71384724,101
D,BR71384724,51,礦泉水 600ml
D,BR71384724,50,關東煮 綜合
M,2024/12/31 08:42,89398402,7-ELEVEN,YH26528525,187
D,YH26528525,73,起司熱狗堡
D,YH26528525,114,大熱狗
M,2024/12/31 20:29,86517048,萊爾富便利商店,JK88943349,90
D,JK88943349,40,無糖豆漿
D,JK88943349,50,關東煮 白蘿蔔
